Apartment_names,Spezialisierung 1,Spezialisierung 2,Spezialisierung 3,Klassifikation,Adresse,PLZ,Ort,Telefon,Email,Website,Source_Link
Alpenhotel Schlüssel Andermatt,,,,N/A,Gotthardstrasse 30,6490,Andermatt,+41418887088,info@hotelschluessel.com,http://www.hotelschluessel.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpenhotel-schluessel
Alpenhotel Zur Wildi Wiler (Lötschen),Wanderhotel,Schneesporthotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,,3918,Wiler,+41279391989,info@zurwildi.ch,https://www.zur-wildi.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpenhotel-zur-wildi
Alpenlodge Grimselpass Oberwald,,,,N/A,,3999,Oberwald,+41275271112,info@grimselpass.ch,https://grimselpass.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-berghotel-grimselblick
Alpenlodge Kühboden Fiesch,Wanderhotel,Schneesporthotel,,Klassiert als Swiss Lodge durch HotellerieSuisse,Fiescheralp 1,3984,Fiesch,+41279705430,alpenlodge@aletschbahnen.ch,http://www.kuehboden-fiescheralp.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpenlodge-kuehboden
Alpenlodge Val Gronda Obersaxen,Wellness,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Under Tschappina 25,7134,Obersaxen,+41819331023,info@alpenlodge-valgronda.ch,https://www.alpenlodge-valgronda.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-sporthotel-val-gronda
alpha thun Thun,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Gwattstrasse 4,3604,Thun,+41332237347,welcome@alpha-thun.ch,http://www.alpha-thun.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpha-thun
Alphotel Eiger B&B Hotel Beatenberg,,,,N/A,Mauren 556A,3803,Beatenberg,+41338411212,info@alphotel-eiger.ch,https://www.alphotel-eiger.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alphotel-eiger-bb-hotel
Alpi Hotel Locarno,,,,N/A,Via Rovedo 13,6600,Locarno,+41917562060,info@alpihotel.ch,http://www.alpihotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpi-hotel
Alpina Hotel Klosters,Wanderhotel,Schneesporthotel,,N/A,Bahnhofstrasse 1,7250,Klosters,+41814102424,hotel@alpina-klosters.ch,https://www.alpina-klosters.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-alpina-10
Alpina Hotel Interlaken,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Hauptstrasse 44,3800,Interlaken,+41338228031,info@alpinahotel.ch,http://www.alpinahotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpina-hotel
Alpina Pensiun & Restaurant Lumbrein,,,,N/A,Fontauna 32,7148,Lumbrein,+41819311537,mail@alpinalumbrein.ch,https://www.alpinalumbrein.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-pensiun-restaurant-alpina
Alpine Classic Hotel Leysin,Seminarhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de la Cité 4,1854,Leysin,+41244930606,info@classic-hotel.ch,https://www.classic-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpine-classic-hotel
Alpine Hotel Wengen Wengen,Familienfreundliches Hotel,Wanderhotel,Schneesporthotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Wengiboden 1352a,3823,Wengen,+41338565300,reservation@alpinehotelwengen.com,https://www.alpinehotelwengen.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-sunstar-hotel-wengen
Alpine Inn Davos Davos Dorf,Wanderhotel,Schneesporthotel,Bikehotel,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Promenade 116,7260,Davos,+41814133344,davos@alpineinn.swiss,https://www.huettenzauber.ch/de/hotels-unterkuenfte/alpine-inn,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpine-inn-davos
Alpinhotel Bort Grindelwald,Schneesporthotel,Bikehotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Bortweg 44,3818,Grindelwald,+41338531762,bort@huettenzauber.ch,https://www.huettenzauber.ch/de/hotels-unterkuenfte/alpinhotel-bort,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alpinhotel-bort
Alplodge Interlaken,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Marktgasse 59,3800,Interlaken,+41338224748,info@alplodge.com,http://www.alplodge.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alplodge
Altstadt Hotel Zürich,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Kirchgasse 4,8001,Zürich,+41442505353,service@hotel-altstadt.ch,https://hotel-altstadt.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-altstadt-hotel
Altstadt Hotel Krone Luzern Luzern,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Weinmarkt 12,6004,Luzern,+41414194400,info@krone-luzern.ch,https://www.krone-luzern.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-altstadt-hotel-krone-luzern
Altstadt Hotel Magic Luzern Luzern,,,,N/A,Kornmarkt 1,6004,Luzern,+41414171220,mail@magic-hotel.ch,https://www.magic-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-altstadt-hotel-magic-luzern
AMANTE Flughafenhotel Bern Belp Belp,,,,N/A,Flugplatzstrasse 57,3123,Belp,+41313431111,info@amantebelp.ch,https://www.amantebelp.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-amante
Ambassador Boutique Hotel Nyon,Ausgezeichnete Küche,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Rue St-Jean 26,1260,Nyon,+41229944848,info@hotel-ambassador-nyon.ch,http://www.hotel-ambassador-nyon.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-ambassador-5
Ambassador Hotel Zürich Zürich,Ausgezeichnete Küche,Boutique Hotel,,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Falkenstrasse 6,8008,Zürich,+41442589898,welcome@ambassadorhotel.ch,https://www.ambassadorhotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-small-luxury-hotel-ambassador-zurich
Ambiente Hotel Freieck Chur,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Reichsgasse 44,7000,Chur,+41812551515,hotel@freieck.ch,https://www.freieck.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-ambiente-hotel-freieck
Ambrosia Guesthouse Rheinfelden,,,,N/A,Quellenstrasse 19,4310,Rheinfelden,+41615990412,info@ambrosiaguesthouse.ch,https://ambrosiaguesthouse.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-ambrosia-guesthouse
Ambrosia Hüsli Rheinfelden,,,,N/A,Fröschweid 1,4310,Rheinfelden,+41615990412,info@ambrosiahuesli.ch,https://www.tourismus-rheinfelden.ch/de/planen-buchen/uebernachten/ambrosia-huesli,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hostel-tabakhuesli
AmdenLodge Bienenheim Amden,,,,N/A,Bienenheimstrasse 1,8873,Amden,+41796110000,booking@amdenlodge.com,https://www.amdenlodge.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-amdenlodge
AMERON Luzern Hotel Flora Luzern,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Seidenhofstrasse 5,6002,Luzern,+41412276666,flora@ameronhotels.com,https://www.ameroncollection.com/de/luzern-hotel-flora/das-hotel-flora,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-ameron-luzern-hotel-flora
AMERON Swiss Mountain Hotel Davos Davos Platz,Familienfreundliches Hotel,Top Familienhotel,Wanderhotel,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Scalettastrasse 22,7270,Davos,+41815441919,info@ameron-hotel-davos.ch,https://www.ameron-hotel-davos.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-ameron-swiss-mountain-hotel
AMERON Zürich Bellerive au Lac Zürich,Design & Lifestyle,,,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Utoquai 47,8008,Zürich,+41442444242,info@ameron-zuerich.ch,https://ameronhotels.com/de/zuerich-bellerive-au-lac,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-ameron-zuerich-bellerive-au-lac-boutique
Andermatt Alpine Apartments Andermatt,,,,N/A,Gütschgasse 6,6490,Andermatt,+41418887800,stay@alpine.apartments,https://alpine.apartments/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-andermatt-reuss
Anker Hotel & Restaurant Teufen AR,,,,N/A,Dorf 10,9053,Teufen,+41713331345,info@anker-teufen.ch,https://www.anker-teufen.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-anker
Annex Antika Zermatt,,,,Klassiert als 2-Sterne Hotel durch HotellerieSuisse,Kirchstrasse 42,3920,Zermatt,+41279672151,annex@antika.ch,http://www.antika.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-annex-antika
anstatthotel Business Apartments Luzern,,,,N/A,Rothenstrasse 9,6015,Luzern,+41417550003,mail@anstatthotel.ch,https://www.anstatthotel.ch/moeblierte-business-apartments-in-luzern/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-anstatthotel-business-apartments
Antica Osteria Dazio Fusio,,,,N/A,,6696,Fusio,+41917551162,info@osteriadazio.com,http://www.osteriadazio.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-antica-osteria-dazio
Apaliving - Das Budgethotel Basel,,,,N/A,J.J. Balmer-Strasse 1,4053,Basel,+41613330530,info@apaliving.ch,http://www.apaliving.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apaliving-das-budgethotel
Apart Garni Motnaida Samnaun Dorf,,,,N/A,Motnaidastrasse 3,7563,Samnaun,+41818618400,info@motnaida.ch,http://www.motnaida.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apart-garni-motnaida
Apart Hotel Adelboden Adelboden,,,,Klassiert als 4-Sterne Serviced Apartments durch HotellerieSuisse,Dorfstrasse 26,3715,Adelboden,+41818618400,hallo@aparthotel-adelboden.ch,https://www.aparthotel-adelboden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-projekt-aparthotel-hotel-restaurant-kreuz
Apart Hotel Wiggertal Dagmersellen,,,,N/A,Langnauerstrasse 1,6252,Dagmersellen,+41415302121,info@aparthotel-wiggertal.ch,,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-wiggertal
Apart-Hotel Zurich Airport Opfikon,,,,N/A,Hohenbühlstrasse 1,8152,Opfikon,+41448285333,info@aparthotelzurich.com,http://www.aparthotelzurich.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apart-hotel-zurich-airport
APARTHOTEL aarau-WEST Swiss Quality Oberentfelden,,,,N/A,Muhenstrasse 58,5036,Oberentfelden,+41627370101,info@aparthotel-aarau-west.ch,http://www.aparthotel-aarau-west.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-aarau-west-swiss-quality
Aparthotel Adagio Basel City Basel,Apparthotel,,,Klassiert als 3-Sterne Serviced Apartments durch HotellerieSuisse,Hammerstrasse 46,4058,Basel,+41616864600,h7039@adagio-city.com,http://www.adagio-city.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-adagio-basel-city
Aparthotel Adagio Geneve Mont Blanc Genève,Apparthotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue Sigismond Thalberg 4,1201,Genève,+41227164000,h8902@adagio-city.com,https://www.adagio-city.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-adagio-geneve-mont-blanc
Aparthotel Adagio Zürich City Center Zürich,,,,Klassiert als 4-Sterne Serviced Apartments durch HotellerieSuisse,Stampfenbachstrasse 60,8006,Zürich,+41443002200,hb5j8@adagio-city.com,https://all.accor.com/hotel/B5J8/index.de.shtml,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-adagio-zuerich-city-center
Aparthotel Al Lago Locarno,,,,N/A,Lungolago Giuseppe Motta 12,6600,Locarno,+41917561616,info@aparthotel-al-lago.ch,http://www.aparthotel-al-lago.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-al-lago
Aparthotel Alpine Lodge Colosseo Zermatt,,,,N/A,Wiestistrasse 122,3920,Zermatt,+41279660650,manager@colosseo-zermatt.ch,https://www.alpine-lodge-colosseo.allzermatthotels.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-alpine-lodge-colosseo
Aparthotel Ambassador Bellwald,,,,N/A,Gasse 2e,3997,Bellwald,+41279701111,info@ambassador-bellwald.ch,http://www.ambassador-bellwald.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-ambassador
Aparthotel Baden Dättwil AG,Apparthotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Zelgweg 11a,5405,Dättwil,+41564934488,info@aparthotel-baden.ch,https://www.aparthotel-baden.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-baden
Aparthotel Chesa Grischuna Samnaun Dorf,,,,N/A,Votlasstrasse 3,7563,Samnaun,+41818685239,mail@aparthotel-grischuna.ch,https://www.aparthotel-grischuna.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-chesa-grischuna
Aparthotel Edy Bruggmann Flumserberg Tannenheim,,,,N/A,Flumserbergstrasse 151,8897,Flumserberg,+41817332424,info@hotelbruggmann.ch,http://www.hotelbruggmann.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-edy-bruggmann
APARTHOTEL Familie Hugenschmidt Zürich,,,,N/A,Karlstrasse 5/3,8008,Zürich,+41444221175,info@aparthotel.ch,http://www.aparthotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-familie-hugenschmidt
Aparthotel Garni Chasa Alvetern Samnaun Dorf,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Pozstrasse 30,7563,Samnaun,+41818602233,alvetern.davaz@bluewin.ch,https://www.alvetern-samnaun.ch/de,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-garni-chasa-alvetern
Aparthotel Goldey Unterseen,Apparthotel,,,Klassiert als 3-Sterne Serviced Apartments durch HotellerieSuisse,Obere Goldey 85,3800,Unterseen,+41793857786,info@goldey.ch,http://www.goldey.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-goldey
Aparthotel Monte Rosa Täsch,,,,N/A,Neue Kantonsstrasse,3929,Täsch,+41279663600,book@monte-rosa.ch,http://www.monte-rosa.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-monte-rosa
Aparthotel Muchetta Davos Wiesen,Top Familienhotel,Apparthotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Aussergasse 18,7494,Davos,+41814104100,muchetta@aparthotel-davos.ch,https://www.aparthotel-davos.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-muchetta
Aparthotel Pöstli Maloja,,,,N/A,Hauptstrasse 25,7516,Maloja,+41818382828,reservation@schweizerhaus.swiss,https://www.schweizerhaus.swiss/ferienwohnungen/poestli/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-poestli
Aparthotel S-Bernardino S. Bernardino,,,,N/A,S. Bernardino 41,6565,S.,+41918320246,info@s-bernardino.com,http://www.s-bernardino.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aparthotel-s-bernardino
Appart-hôtel Le Débarcadère St-Sulpice VD,,,,N/A,Chemin du Crêt 7,1025,St-Sulpice,+41792899509,apparthotel@ledebarcadere.ch,https://www.ledebarcadere.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-appart-hotel-le-debarcadere
Appartement Garni Alpin Live Samnaun-Compatsch,,,,N/A,Welschdörflistrasse 18,7562,Samnaun-Compatsch,+41818618484,alpin-live.samnaun@bluewin.ch,http://www.alpinlive.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-appartement-alpin-live
Appartements Dolce Vita Samnaun Dorf,,,,N/A,Ravaisch Strasse 16,7563,Samnaun,+41818685252,dolce.vita@bluewin.ch,http://www.dolcevita-samnaun.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-appartements-hotel-garni-dolce-vita
Appartements Hofquartier Luzern,,,,N/A,Dreilindenstrasse 9,6006,Luzern,+41414104347,info@appartements-luzern.ch,https://www.hofquartier.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-appartements-hofquartier
Apparthotel Krone Heiden,,,,N/A,Biedermeier-Dorfplatz 9,9410,Heiden,+41718911127,kroneheiden@bluewin.ch,http://www.kroneheiden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apparthotel-krone
Apparthotel Montana Grächen,,,,N/A,,3925,Grächen,+41279561312,montana@rhone.ch,https://www.apparthotelmontana.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apparthotel-montana
Apparthotel Panorama Ski Lodge Zermatt,Apparthotel,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Staldenstrasse 81,3920,Zermatt,+41798421709,enquiries@panoramaskilodge.com,http://www.panoramaskilodge.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apparthotel-panorama-ski-lodge
Apparthotel Utoring Luzern,,,,N/A,Gütschstrasse 2,6003,Luzern,+41412400123,anderreuss.luzern@utoring.ch,,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-apparthotel-utoring
Appenzeller Huus Bären Gonten,Wanderhotel,Gasthof,Boutique Hotel,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Dorfstrasse 40,9108,Gonten,+41717954010,info@appenzellerhuus.ch,https://www.appenzellerhuus.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-boutique-hotel-baeren-gonten
"Appenzeller Huus, Huus Löwen Gonten",,,,N/A,Dorfstrasse 29,9108,Gonten,+41717954010,info@appenzellerhuus.ch,https://appenzellerhuus.ch/de/haeuser/hotels/huus-loewen/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-appenzeller-huus-loewen
Aquatis Hotel Lausanne,Kongresshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Route de Berne 150,1010,Lausanne,+41216542424,info@aquatis-hotel.ch,https://www.aquatis-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-aquatis-hotel
Arbeiterhotel St. Joseph Gänsbrunnen,,,,N/A,Hauptstrasse 12,4716,Gänsbrunnen,+41623860512,info@arbeiterhotel.ch,http://www.arbeiterhotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-arbeiterhotel-st-joseph
Arch San Martin Samnaun-Compatsch,,,,N/A,Lärchenweg 4,7562,Samnaun-Compatsch,+41818618440,info@archsanmartin.ch,http://www.archsanmartin.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-arch-san-martin
Archie's Guesthouse Riehen,,,,N/A,Hörnliallee 75,4125,Riehen,+41616020220,info@archies.ch,https://www.archies.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-archies-guesthouse
Arena Lodge & Guesthouse Flims Dorf,Bikehotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Via Prau da Monis 2,7017,Flims,+41819112400,office@arenaflims.ch,http://www.arenaflims.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-arena-lodge
Arenas Resort Schweizerhof Sils/Segl Maria,Familienfreundliches Hotel,Wanderhotel,Schneesporthotel,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via da Fex 1,7514,Sils/Segl,+41818385858,sils-maria@arenasresorts.com,https://www.arenasresorts.com/sils-maria/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-arenas-resort-schweizerhof
